,noncountry,geopy
1654,Erfurt,"Erfurt, Thuringia, Germany"
1655,Saint Petersburg,"Saint Petersburg, Northwestern Federal District, Russia"
1656,Millville,"Millville, Clayton County, Iowa, United States"
1657,Dundee,"Dundee, Dundee City, Scotland, DD1 1SA, United Kingdom"
1658,South Park Botanical Garden,"Botanical Garden, 1427, Jardim Botânico, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Metropolitan Region of Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, South Region, 90690-000, Brazil"
1659,Guápiles,"Guápiles, Cantón de Pococí, Limón Province, 70201, Costa Rica"
1660,"LaSalle Street, 375 North","375, North LaSalle Street, River North, Near North Side, Chicago, Cook County, Illinois, 60654, United States"
1661,Minneapolis,"Minneapolis, Hennepin County, Minnesota, United States"
1662,Sacatepéquez,"Sacatepéquez, Guatemala"
1663,Strasbourg,"Strasbourg, Bas-Rhin, Grand Est, Metropolitan France, France"
1664,River Hills,"River Hills, Milwaukee County, Wisconsin, United States"
1665,Southern Highlands,"Southern Highlands, Highlands Region, Papua New Guinea"
1666,Maluku,"Maluku Islands, Maluku, Indonesia"
1667,Alsace-Lorraine,"Alsace-Lorraine, Les Abbesses, Chelles, Torcy, Seine-et-Marne, Ile-de-France, Metropolitan France, 77500, France"
1668,Valencia region,"Valencia, Bukidnon, Northern Mindanao, 8709, Philippines"
1669,Brescia,"Brescia, Lombardy, Italy"
1670,Magdeburg,"Magdeburg, Saxony-Anhalt, Germany"
1671,Camp Parks,"Camp Parks, Dublin, Alameda County, California, United States"
1672,South America,South America
1673,Eastern Java,"Java Blue Lounge, Embu-Nairobi Highway, Embu, Manyatta, Embu, Eastern, Kenya"
1674,Toledo,"Toledo, Castile-La Mancha, Spain"
1675,Friesland,"Landkreis Friesland, Lower Saxony, Germany"
1676,Block 37,"Block 37 Shops, 108, North State Street, Loop, Chicago, Cook County, Illinois, 60602, United States"
1677,Andalusia,"Andalusia, Spain"
1678,Sankt Gallen canton,"St. Gallen, Wahlkreis St. Gallen, St. Gallen, Switzerland"
1679,Saint Johnsbury,"Saint Johnsbury, Caledonia County, Vermont, United States"
1680,Baalbek,"Baalbek, Baalbek District, Baalbek-Hermel Governorate, 1800, Lebanon"
1681,Amfípolis,"Amfipolis, 59, Kämpchenstraße, Innenstadt, Altstadt I, Rechtsruhr-Süd, Mülheim an der Ruhr, North Rhine-Westphalia, 45468, Germany"
1682,Weiden in der Oberpfalz,"Weiden in der Oberpfalz, Bavaria, 92637, Germany"
1683,Green Bay,"Green Bay, Brown County, Wisconsin, United States"
1684,Fort Sill,"Fort Sill, Comanche County, Oklahoma, United States"
1685,Pasadena,"Pasadena, Los Angeles County, California, United States"
1686,Ellison Bay,"Ellison Bay, Town of Liberty Grove, Door County, Wisconsin, 54210, United States"
1687,"Randolph Street, 188 West","188, Randolph Street, West Side, East Side, Charleston, Kanawha County, West Virginia, 25302, United States"
1688,Rhineland Palatinate,"Rhineland-Palatinate, Germany"
1689,India subcontinent,"Indian subcontinent, Arni, Yavatmal District, Maharashtra, India"
1690,Woodstock,"Town of Woodstock, Ulster County, New York, United States"
1691,Niagara Falls,"City of Niagara Falls, Niagara County, New York, United States"
1692,Winona,"Winona, Winona County, Minnesota, 55987, United States"
1693,Jersey City,"Jersey City, Hudson County, New Jersey, United States"
1694,Barnoldswick,"Barnoldswick, Salterforth, Borough of Pendle, Lancashire, England, United Kingdom"
1695,Eurasia,"Eurasia, Minsk World, Kastrychnitski District, Minsk, Belarus"
1696,La Paz department,"La Paz, Carabayllo, Province of Lima, Lima Metropolitan Area, Lima, 15321, Peru"
1697,"Dearborn Street, 30-32 North","Dearborn Street, North Hills West Neighborhood Council District, Los Angeles, Los Angeles County, California, 91405, United States"
1698,Pullman,"Pullman, Whitman County, Washington, United States"
1699,Swansea,"Swansea, Wales, SA1 3BN, United Kingdom"
1700,Elkhart,"Elkhart County, Indiana, United States"
1701,Soltanabad,"Soltanabad, دهستان دول, بخش مرکزی, Urumia County, West Azerbaijan Province, Iran"
1702,Cirebon,"Cirebon, West Java, Java, Indonesia"
1703,Guangdong,"Guangdong Province, China"
1704,El Tajín,"El Tajín, Terrenos del Lote 19 ""Ojital y Potrero"", Papantla, Veracruz, 93489, Mexico"
1705,West Willington,"West Willington, Willington, Capitol Planning Region, Connecticut, 06279, United States"
1706,Utrecht,"Utrecht, Netherlands"
1707,Arizona,"Arizona, United States"
1708,Edgefield county,"Edgefield County, South Carolina, United States"
1709,Titusville,"Titusville, Brevard County, Florida, United States"
1710,Ocongate,"Ocongate, Province of Quispicanchis, Cusco, Peru"
1711,Winnetka,"Winnetka, New Trier Township, Cook County, Illinois, 60093, United States"
1712,"Elm Street, 300 North","300, Elm Street, North River Heights, River Heights - Fort Garry, Winnipeg, Manitoba, R3M 3P7, Canada"
1713,Dallas,"Dallas, Dallas County, Texas, United States"
1714,East Liverpool,"East Liverpool, Columbiana County, Ohio, United States"
1715,Odisha,"Odisha, India"
1716,Henan,"Henan, China"
1717,The Hague,"The Hague, South Holland, Netherlands"
1718,Western Tibet,"Tibet Park, Nové Zámky, District of Nové Zámky, Region of Nitra, Western Slovakia, Slovakia"
1719,Northern Peru,"Peru Street, Barangay 175, Zone 15, Camarin, District 1, Caloocan, Northern Manila District, Metro Manila, 1422, Philippines"
1720,Vienna,"Vienna, Austria"
1721,Saratoga Springs,"City of Saratoga Springs, Saratoga County, New York, 12866, United States"
1722,Winterthur,"Winterthur, Bezirk Winterthur, Zurich, Switzerland"
1723,"12th Place, 554 West","12th Place, Somers Center West, Somers, Village of Somers, Kenosha County, Wisconsin, 53144, United States"
1724,"Sheridan Road, 5555 North","Sheridan Road, Downtown, Central Business District, Kenosha, Kenosha County, Wisconsin, 53140, United States"
1725,Ueno,"Ueno, Ueno Station, Higashiueno 3-chome, Ueno 7-chome, Ueno, Taito, Tokyo, 110-8716, Japan"
1726,Askov,"Askov, Pine County, Minnesota, United States"
1727,Chippewa Falls,"Chippewa Falls, Chippewa County, Wisconsin, 54729, United States"
1728,Canosa di Puglia,"Canosa di Puglia, Barletta-Andria-Trani, Apulia, 76012, Italy"
1729,Swat,"Swat District, Malakand Division, Khyber Pakhtunkhwa, Pakistan"
1730,Merchandise Mart,"Merchandise Mart, 350, North Wells Street, River North, Near North Side, Chicago, Cook County, Illinois, 60654, United States"
1731,Tenafly,"Tenafly, Bergen County, New Jersey, 07670, United States"
1732,County Kildare,"County Kildare, Leinster, Ireland"
1733,Totonicapán,"Totonicapán, Guatemala"
1734,Essex,"Essex, England, United Kingdom"
1735,Thanjavur,"Thanjavur, Tamil Nadu, India"
1736,Muncie,"Muncie, Delaware County, Indiana, United States"
1737,Detroit,"Detroit, Wayne County, Michigan, United States"
1738,Arita,"Arita, Nishi-Matsuura County, Saga Prefecture, Japan"
1739,Chipping Campden,"Chipping Campden, Cotswold District, Gloucestershire, England, United Kingdom"
1740,Passau,"Passau, Bavaria, Germany"
1741,Iowa,"Iowa, United States"
1742,Soissons,"Soissons, Aisne, Hauts-de-France, Metropolitan France, 02200, France"
1743,Linz,"Linz, Upper Austria, Austria"
1744,Cincinnati,"Cincinnati, Hamilton County, Ohio, United States"
1745,Manistique,"Manistique, Schoolcraft County, Michigan, United States"
1746,Ottoman Empire,"Ottoman Empire Sitesi, 1101, Alparslan Türkeş Bulvarı, Yenişafak Mahallesi, Merkezefendi, Denizli, Aegean Region, 20030, Turkey"
1747,Shiraz,"Shiraz, Shiraz Central District, Shiraz County, Fars Province, Iran"
1748,La Crosse,"La Crosse, La Crosse County, Wisconsin, United States"
1749,Delfland,"Hoogheemraadschap van Delfland, South Holland, Netherlands"
1750,Enfield,"Enfield, Capitol Planning Region, Connecticut, United States"
1751,Helsinki,"Helsinki, Helsinki sub-region, Uusimaa, Mainland Finland, Finland"
1752,Evanston,"Evanston, Evanston Township, Cook County, Illinois, United States"
1753,Geneva,"Geneva, Switzerland"
1754,Portland,"Portland, Multnomah County, Oregon, United States"
1755,Sheridan Road,"Sheridan Road, Red Arrow, Kenosha, Kenosha County, Wisconsin, United States"
1756,Sankt Gallen,"St. Gallen, Wahlkreis St. Gallen, St. Gallen, Switzerland"
1757,Haarlem,"Haarlem, North Holland, Netherlands"
1758,Shangyu,"Shangyu District, Shaoxing, Zhejiang, 312300, China"
1759,Treviso,"Province of Treviso, Veneto, Italy"
1760,"Canal Street, 165 North","165, Canal Street, Wrightsville, Wilmington, New Hanover County, North Carolina, 28405, United States"
1761,York,"York, York and North Yorkshire, England, United Kingdom"
1762,Sleepy Hollow,"Village of Sleepy Hollow, Town of Mount Pleasant, Westchester County, New York, United States"
1763,Princeton,"Princeton, Mercer County, New Jersey, United States"
1764,Urbana,"Urbana, Champaign County, Illinois, United States"
1765,Las Vegas,"Las Vegas, Clark County, Nevada, United States"
1766,Sceaux,"Sceaux, Guillon-Terre-Plaine, Avallon, Yonne, Bourgogne – Franche-Comté, Metropolitan France, 89420, France"
1767,Morgantown,"Morgantown, Monongalia County, West Virginia, United States"
1768,Southwest,"Southwest, Cameroon"
1769,Stourbridge,"Stourbridge, Dudley, West Midlands, England, DY8 1DN, United Kingdom"
1770,Mill Valley,"Mill Valley, Marin County, California, United States"
1771,Salzburg,"Salzburg, 5020, Austria"
1772,"Ellis Avenue, 2789 South","Ellis Avenue, Alexandria, Sydney, Council of the City of Sydney, New South Wales, 2015, Australia"
1773,Dar es Salaam,"Dar es-Salaam, Coastal Zone, Tanzania"
1774,Nimrud,"Nimrud, Qaryat an Namaniyah, Nimrud Subdistrict, Al-Hamdaniya District, Nineveh Governorate, Iraq"
1775,Guerneville,"Guerneville, Sonoma County, California, 95446, United States"
1776,Batavia,"Special capital Region of Jakarta, Java, Indonesia"
1777,The West,"The West, West Allis, Milwaukee County, Wisconsin, United States"
1778,Saint Moritz,"Sankt Moritz, Maloja, Grisons, 7500, Switzerland"
1779,Western Europe,"Western Europe, Minsk World, Kastrychnitski District, Minsk, Belarus"
1780,Michoacán state,"Michoacan, San Diego, Emiliano Zapata, Chiconcuac, San Miguel Chiconcuac, State of Mexico, 52270, Mexico"
1781,Vineland,"Vineland, Cumberland County, New Jersey, United States"
1782,Greenwich,"Greenwich, Greater London, England, SE10 9HF, United Kingdom"
1783,Murshidabad,"Murshidabad, Murshidabad Jiaganj, Murshidabad, West Bengal, 742149, India"
1784,Hokkaido region,"Civil Engineering Research Institute For Cold Region, 34, 平岸1条3, Toyohira Ward, Sapporo, Ishikari Subprefecture, Hokkaido Prefecture, 062-8602, Japan"
1785,Cape Town,"Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
1786,Guerrero state,"Guerrero, Parroquia Nirgua, Municipio Nirgua, Yaracuy State, 3205, Venezuela"
1787,Mount Prospect,"Mount Prospect, Wheeling Township, Cook County, Illinois, 60056, United States"
1788,Wyoming,"Wyoming, United States"
1789,San Juan,"San Juan, Puerto Rico, United States"
1790,"Oakvale Road, 55","55, Oakvale Road, Waban, Newton, Middlesex County, Massachusetts, 02468, United States"
1791,Dessau,"Dessau, Dessau-Roßlau, Saxony-Anhalt, 06844, Germany"
1792,Capistrano Beach,"Capistrano Beach, Dana Point, Orange County, California, 92624, United States"
1793,Lampung,"Lampung, Sumatra, Indonesia"
1794,Canterbury,"Canterbury, Kent, England, United Kingdom"
1795,Steubenville,"Steubenville, Jefferson County, Ohio, 43952, United States"
1796,Limburg,"Limburg, Netherlands"
1797,Vallauris,"Vallauris, Grasse, Maritime Alps, Provence-Alpes-Côte d'Azur, Metropolitan France, 06220, France"
1798,Taloyoak,"Taloyoak, Kitikmeot Region, Nunavut, Canada"
1799,Quincy,"Quincy, Norfolk County, Massachusetts, United States"
1800,Northern region,"Northern Region, Uganda"
1801,Samsun,"Samsun, Black Sea Region, Turkey"
1802,Manheim,"Town of Manheim, Herkimer County, New York, United States"
1803,Tübingen,"Tübingen, Landkreis Tübingen, Baden-Württemberg, Germany"
1804,Levant,"Levant, Penobscot County, Maine, 04456, United States"
1805,Megalópolis,"Megalopoli, Municipal Unit of Megalopoli, Municipality of Megalopoli, Arcadia Regional Unit, Peloponnese Region, Peloponnese, Western Greece and the Ionian, 222 00, Greece"
1806,Central Tibet,"Tibet, Betéitiva, Valderrama, Boyacá, RAP (Especial) Central, Colombia"
1807,York Harbor,"York Harbor, York, York County, Maine, 03911, United States"
1808,Copenhagen,"Copenhagen, Copenhagen Municipality, Capital Region of Denmark, 1357, Denmark"
1809,Northern Illinois,"Northern Illinois, Main Route East, DuPage County, Illinois, 60532, United States"
1810,Èze Bord de Mer,"Èze-Bord-de-Mer, Èze, Nice, Maritime Alps, Provence-Alpes-Côte d'Azur, Metropolitan France, 06360, France"
1811,Mason City,"Mason City, Cerro Gordo County, Iowa, United States"
1812,Kodumbalur,"Kodumbalur, Iluppur taluk, Pudukkottai, Tamil Nadu, India"
1813,Bern,"Bern, Bern-Mittelland administrative district, Bernese Mittelland administrative region, Bern, Switzerland"
1814,Nîmes,"Nîmes, Gard, Occitania, Metropolitan France, France"
1815,Tlapacoyan,"Tlapacoyan, Veracruz, 93650, Mexico"
1816,Honolulu,"Honolulu, Honolulu County, Hawaii, United States"
1817,Coalbrookdale,"Coalbrookdale, Telford and Wrekin, England, TF8 7DX, United Kingdom"
1818,Guanajuato state,"Guanajuato, La Taberna, Chalco de Díaz Covarrubias, Chalco, State of Mexico, 56600, Mexico"
1819,Sámos,"Samos, Samos Regional Unit, Northern Aegean, Aegean, Greece"
1820,Madeira region,"Madeira River, North Region, Brazil"
1821,Western Mexico,"Western, Residencial Nogalar, Congregación La Petaca, Linares, Nuevo León, 67755, Mexico"
1822,Dublin,"Dublin, County Dublin, Leinster, Ireland"
1823,Oregon,"Oregon, United States"
1824,Eastern Tibet,"Tibet, 2, Partizansky Prospect, Leninsky rayon, Vladivostok, Vladivostok City District, Primorsky Krai, Far Eastern Federal District, 690106, Russia"
1825,Lansing,"Lansing, Ingham County, Michigan, United States"
1826,Perth Amboy,"Perth Amboy, Middlesex County, New Jersey, 08861, United States"
1827,Hamburg,"Hamburg, Germany"
1828,Illinois Institute of Technology,"Illinois Institute of Technology, South Wabash Avenue, Bronzeville, Douglas, Chicago, Cook County, Illinois, 60616, United States"
1829,Fontainebleau,"Fontainebleau, Seine-et-Marne, Ile-de-France, Metropolitan France, 77300, France"
1830,Southeast Asia,"Tsinghua Southeast Asia Center (Tsinghua SEA), Jalan Tukad Guming, Serangan, South Denpasar, Denpasar, Bali, Lesser Sunda Islands, 80223, Indonesia"
1831,City of London,"City of London, Greater London, England, United Kingdom"
1832,"Randolph Street, 62 East","62;64, Randolph Street, Orvis Road Historic District, Arlington, Middlesex County, Massachusetts, 02474, United States"
1833,"Lake Shore Drive, 2300 South","Lake Shore Drive, North Avoca, Gosford, Central Coast Council, New South Wales, 2260, Australia"
1834,Guam Island,"Guam, Chalan Pago-Ordot Municipality, Guam, United States"
1835,"Stetson Avenue, 211 North","Scottsdale Rd & Stetson Dr, North Scottsdale Road, 5th Avenue Shops & Boutiques, Scottsdale, Maricopa County, Arizona, 85251, United States"
1836,Rocky River,"Rocky River, Cuyahoga County, Ohio, 44116, United States"
1837,Southern Germany,"Germany, Åstvej, Travbyen, Billund, Billund Municipality, Region of Southern Denmark, 7190, Denmark"
1838,Taxco,"Taxco, Taxco de Alarcón, Guerrero, 40200, Mexico"
1839,Grand Rapids,"Grand Rapids, Kent County, Michigan, United States"
1840,Tyrol,"Tyrol, Austria"
1841,Southern England,"Southern, Station Cottages, Hassocks, Keymer, Mid Sussex, West Sussex, England, BN6 8JE, United Kingdom"
1842,Springfield,"Springfield, Sangamon County, Illinois, United States"
1843,Dubai,"Dubai, United Arab Emirates"
1844,Wilmette,"Wilmette, New Trier Township, Cook County, Illinois, 60091, United States"
1845,Old Cairo,"Old Cairo, Al Manyal, Cairo, 11554, Egypt"
1846,"Lakeview Avenue, 2450 North","Lakeview Avenue, Winston-Salem, Forsyth County, North Carolina, 27110, United States"
1847,"Dundee Avenue, 647 South","Dundee Avenue, Holden Hill, Adelaide, City of Port Adelaide Enfield, South Australia, 5088, Australia"
1848,"Green Bay Road, 1724 South","Green Bay Road, Evanston Fifth Ward, Evanston, Evanston Township, Cook County, Illinois, 60208, United States"
1849,Texas,"Texas, United States"
1850,"Wacker Drive, 55 East","Seventeenth Church of Christ Scientist, 55, East Upper Wacker Drive, Lakeshore East, Loop, Chicago, Cook County, Illinois, 60601, United States"
1851,Lake Forest,"Lake Forest, Lake County, Illinois, 60045, United States"
1852,Fairfax County,"Fairfax County, Virginia, United States"
1853,Hartford,"Hartford, Capitol Planning Region, Connecticut, United States"
1854,Navajo,"Navajo County, Arizona, United States"
1855,Áyios Nikólaos,"Ayios Nicolaos, Agios Nikolaos Pafou, Paphos District, Cyprus, 8630, Cyprus"
1856,Oberursel,"Oberursel (Taunus), Hochtaunuskreis, Hesse, 61440, Germany"
1857,Berrien Springs,"Berrien Springs, Oronoko Charter Township, Berrien County, Michigan, 49103, United States"
1858,John F. Kennedy International Airport,"John F. Kennedy International Airport, JFK Access Road, Queens, Queens County, New York, 11430, United States"
1859,New Brunswick,"New Brunswick, Canada"
1860,Fort Wayne,"Fort Wayne, Allen County, Indiana, United States"
1861,Palm Beach,"Palm Beach County, Florida, United States"
1862,Winchester,"Winchester, Hampshire, England, United Kingdom"
1863,Wichita,"Wichita, Sedgwick County, Kansas, United States"
1864,North Barrington,"North Barrington, Cuba, Lake County, Illinois, United States"
1865,Central California,"Central & California, North Central Avenue, Glendale City Center, Glendale, Los Angeles County, California, 91203, United States"
1866,Nashua,"Nashua, Hillsborough County, New Hampshire, United States"
1867,Dayton,"Dayton, Montgomery County, Ohio, United States"
1868,Sussex,"Sussex County, Virginia, United States"
1869,Ipswich,"Ipswich, Suffolk, England, United Kingdom"
1870,Weesp,"Weesp, Amsterdam, North Holland, Netherlands"
1871,Southwark,"London Borough of Southwark, London, Greater London, England, United Kingdom"
1872,Richmond,"Richmond, Virginia, United States"
1873,Yucatan Peninsula,"Yucatán Peninsula, Mexico"
1874,Kohler,"Kohler, Sheboygan County, Wisconsin, 53044, United States"
1875,Sacatepéquez department,"San Juan Sacatepéquez, Guatemala Department, Guatemala"
1876,Cahors,"Cahors, Lot, Occitania, Metropolitan France, 46000, France"
1877,Lahore,"Lahore, Lahore City Tehsil, Lahore District, Lahore Division, Punjab, 54500, Pakistan"
1878,Lancaster,"Lancaster, Lancaster County, Pennsylvania, United States"
1879,Iznik,"Iznik, Bursa, Marmara Region, Turkey"
1880,Edinburgh,"City of Edinburgh, Scotland, United Kingdom"
1881,Chester,"Chester, Cheshire West and Chester, England, CH1 2ET, United Kingdom"
1882,Jalisco state,"Jalisco, Parroquia Jalisco, Municipio Motatán, Trujillo State, Venezuela"
1883,Vermont,"Vermont, United States"
1884,Corona,"Corona, Riverside County, California, United States"
1885,Bundi,"Bundi, Rajasthan, India"
1886,Maryland,"Maryland, United States"
1887,Heiligenkreuz-Gutenbrunn,"Heiligenkreuz, Gutenbrunn, Herzogenburg, Bezirk St. Pölten, Lower Austria, 3130, Austria"
1888,Riesengebirge,"Krkonoše, Hradec Králové Region, Northeast, Czechia"
1889,Gubbio,"Gubbio, Perugia, Umbria, 06024, Italy"
1890,Glasgow,"Glasgow, Glasgow City, Scotland, G2 1AL, United Kingdom"
1891,Greater Athens,"Greater New Commandments Baptist Church, East 131st Street, Athens, Willowbrook, Los Angeles County, California, 90061, United States"
1892,Northfield,"Northfield, Rice County, Minnesota, United States"
1893,Bedford,"Bedford County, Pennsylvania, United States"
1894,Rhenen,"Rhenen, Utrecht, Netherlands"
1895,Plainfield,"Plainfield, Plainfield Township, Will County, Illinois, United States"
1896,North Yorkshire,"North Yorkshire, England, United Kingdom"
1897,Liverpool,"Liverpool, Liverpool City Region, England, United Kingdom"
1898,Murano,"Murano, Venice, Venezia, Veneto, 30141, Italy"
1899,Decatur County,"Decatur County, Georgia, United States"
1900,Southern Plains,"Southern Plains, Canlubang, Calamba, Laguna, Calabarzon, 4028, Philippines"
1901,Anet,"Anet, Dreux, Eure-et-Loir, Centre-Val de Loire, Metropolitan France, 28260, France"
1902,Limoges,"Limoges, Haute-Vienne, Nouvelle-Aquitaine, Metropolitan France, France"
1903,Unknown,"unknown, Laharighat, Marigaon, Assam, India"
1904,Düsseldorf,"Dusseldorf, North Rhine-Westphalia, Germany"
1905,Corfu,"Corfu, Corfu Regional Unit, Ioanian Islands, Peloponnese, Western Greece and the Ionian, Greece"
1906,Palo Alto,"Palo Alto, Santa Clara County, California, United States"
1907,Manlius,"Town of Manlius, Onondaga County, New York, United States"
1908,Berks County,"Berks County, Pennsylvania, United States"
1909,San Pedro Sacatepéquez,"San Pedro Sacatepéquez, San Marcos, Guatemala"
1910,Kalmar,"Kalmar, Kalmar kommun, Kalmar County, 392 31, Sweden"
1911,Ramallah,"Ramallah, Aen Munjad, Ramallah, Area A, West Bank, Palestinian Territory"
1912,Pacheco,"Pacheco, Martinez, Contra Costa County, California, United States"
1913,Lake Minnetonka,"Lake Minnetonka, Orono, Hennepin County, Minnesota, 55391, United States"
1914,Hampshire,"Hampshire, England, United Kingdom"
1915,Lake Bluff,"Lake Bluff, Lake County, Illinois, 60044, United States"
1916,Alfred,"Village of Alfred, Town of Alfred, Allegany County, New York, 14802, United States"
1917,Herat,"Herat, Herat Province, 3005, Afghanistan"
1918,Glenview,"Glenview, Northfield Township, Cook County, Illinois, United States"
1919,Veneto,"Veneto, Italy"
1920,Leipzig,"Leipzig, Saxony, Germany"
1921,San Gimignano,"San Gimignano, Siena, Tuscany, Italy"
1922,Berlin,"Berlin, Germany"
1923,Keams Canyon,"Keams Canyon, Navajo County, Arizona, 86034, United States"
1924,Frankfurt an der Oder,"Frankfurt (Oder), Brandenburg, Germany"
1925,"Swanson Street, 113","113, Swanson Street, Danville, Virginia, 24540, United States"
1926,Crowleytown,"Crowleytown, Washington Township, Burlington County, New Jersey, United States"
1927,River Forest,"River Forest, Cook County, Illinois, 60305, United States"
1928,Sharon,"Sharon, Northwest Hills Planning Region, Connecticut, 06069, United States"
1929,Hollywood,"Hollywood, Los Angeles, Los Angeles County, California, 90028, United States"
1930,Trier,"Trier, Trierweiler, Rhineland-Palatinate, Germany"
1931,San Juan Comalapa,"San Juan Comalapa, Chimaltenango, Guatemala"
1932,Madison,"Madison, Dane County, Wisconsin, United States"
1933,Lindau,"Lindau (Bodensee), Landkreis Lindau, Bavaria, 88131, Germany"
1934,Miraflores,"Miraflores, Province of Lima, Lima Metropolitan Area, Lima, Peru"
1935,Chavín de Huantar,"Chavín de Huantar, Province of Huari, Ancash, Peru"
1936,Maharashtra,"Maharashtra, India"
1937,"Lake Street, 128 West","128, Lake Street, West Shore, West Haven, South Central Connecticut Planning Region, Connecticut, 06516, United States"
1938,"Fair Oaks Avenue, 540","540, Fair Oaks Avenue, Hemingway District, Oak Park, Cook County, Illinois, 60302, United States"
1939,Eastwood,"Eastwood, Broxtowe, Nottinghamshire, East Midlands, England, United Kingdom"
1940,Roxbury,"Roxbury, Northwest Hills Planning Region, Connecticut, 06783, United States"
1941,Stillwater,"Stillwater, Payne County, Oklahoma, United States"
1942,Captiva,"Captiva, Lee County, Florida, United States"
1943,Arkansas,"Arkansas, United States"
1944,"Woodlawn Avenue, 5622 South","Woodlawn Avenue, South Park, Los Angeles, Los Angeles County, California, 90011, United States"
1945,Nevers,"Nevers, Nièvre, Bourgogne – Franche-Comté, Metropolitan France, 58000, France"
1946,Amsterdam,"Amsterdam, North Holland, Netherlands"
1947,Arundel,"Arundel, Arun, West Sussex, England, United Kingdom"
1948,Mantinea,"Μικρή Μαντίνεια, Mikra Mantineia Community, Municipality of Kalamata, Messenia Regional Unit, Peloponnese Region, Peloponnese, Western Greece and the Ionian, 241 00, Greece"
1949,"Harrison Street, 630 West","Chicago Greyhound Terminal, 630, West Harrison Street, Greektown, Near West Side, Chicago, West Chicago Township, Cook County, Illinois, 60607, United States"
1950,Little Rock,"Little Rock, Big Rock Township, Pulaski County, Arkansas, United States"
1951,Duluth,"Duluth, Saint Louis County, Minnesota, United States"
1952,Lille,"Lille, Nord, Hauts-de-France, Metropolitan France, France"
1953,Wednesbury,"Wednesbury, Sandwell, West Midlands, England, WS10 7BF, United Kingdom"
1954,East Timor,East Timor
1955,Florida,"Florida, United States"
1956,"Jackson, 1000 East","East County Road 1000 North, Reddington, Jackson County, Indiana, 47274, United States"
1957,Lima department,"Lima Metropolitan Area, Lima, Peru"
1958,Great Lakes Region,"JAG Region Legal Service Office Midwest, 2540, Paul Jones Street, North Chicago, Lake County, Illinois, 60088, United States"
1959,Cumbria,"Cumbria, England, United Kingdom"
1960,Santa Cruz,"Santa Cruz de Tenerife, Canary Islands, Spain"
1961,Adirondack Mountains,"Adirondack Mountains, United States"
1962,Mata Ortiz,"Mata Ortíz, Manlio Fabio Altamirano, Veracruz, Mexico"
1963,Los Santos province,"Los Santos, Castielfabib, El Rincón de Ademuz, Valencia, Valencian Community, 46142, Spain"
1964,Northern Netherlands,"Netherlands Park, Kilwee, Lisburn, County Antrim, Northern Ireland, BT17 0SA, United Kingdom"
1965,"Madison Street, 29 East","29, Madison Street, East White Plains, Town/Village of Harrison, Westchester County, New York, 10604, United States"
1966,Cleveland,"Cleveland, Cuyahoga County, Ohio, United States"
1967,East Aurora,"East Aurora, Town of Aurora, Erie County, New York, 14052, United States"
1968,Ames,"Ames, Béthune, Pas-de-Calais, Hauts-de-France, Metropolitan France, 62190, France"
1969,"Cervantes Road, 205","205, Cervantes Road, Emerald Lake Hills, Palomar Park, San Mateo County, California, 94062, United States"
1970,Glens Falls,"City of Glens Falls, Warren County, New York, 12801, United States"
1971,Battersea,"Battersea, London Borough of Wandsworth, London, Greater London, England, SW11 3HW, United Kingdom"
1972,Varages,"Varages, Brignoles, Var, Provence-Alpes-Côte d'Azur, Metropolitan France, 83670, France"
1973,Newcastle-upon-Tyne,"Newcastle upon Tyne, North East, England, United Kingdom"
1974,Galveston,"Galveston County, Texas, United States"
1975,Odiham,"Odiham, Hart, Hampshire, England, United Kingdom"
1976,Timor,"Timor, East Nusa Tenggara, Lesser Sunda Islands, Indonesia"
1977,Northern Laos,"Northern Bus Terminal, 13, Phonengaam, Pak Sé District, Champasak Province, 16010, Laos"
1978,Huehuetenango,"Huehuetenango, Guatemala"
1979,Sun Valley,"Sun Valley, Blaine County, Idaho, United States"
1980,Brown Deer,"Brown Deer, Milwaukee County, Wisconsin, United States"
1981,La Salle County,"La Salle County, Texas, United States"
1982,"LaSalle Street, 209 South","Lasalle Street, Orleans Estates, Charleston, Charleston County, South Carolina, 29407, United States"
1983,"Randolph Street, 64 West","64, Randolph Street, Elk City Historic District, East Side, Charleston, Kanawha County, West Virginia, 25302, United States"
1984,Saqqara,"Saqqara, Giza, 12919, Egypt"
1985,Villalcázar de Sirga,"Villalcázar de Sirga, Palencia, Castile and León, Spain"
1986,Michigan Avenue,"Michigan Avenue, Dolton, Thornton Township, Cook County, Illinois, 60419, United States"
1987,"Michigan Avenue, 230 North","230, Michigan Avenue, City of North Tonawanda, Niagara County, New York, 14120, United States"
1988,Central Asia,"Central Asia, классический маршрут, Chong-Alay District, Osh Region, Kyrgyzstan"
1989,Poznan,"Poznan, Poznań County, Greater Poland Voivodeship, Poland"
1990,Saltillo,"Saltillo, Coahuila, 25000, Mexico"
1991,Waterbury,"Waterbury, Naugatuck Valley Planning Region, Connecticut, United States"
1992,Veracruz Llave,"Veracruz, Mexico"
1993,Macclesfield,"Macclesfield, Cheshire East, England, United Kingdom"
1994,Nievería,"Restos de la hacienda Nievería, Lurigancho, Province of Lima, Lima Metropolitan Area, Lima, Peru"
1995,Savannah,"Savannah, Chatham County, Georgia, United States"
